2022-02-02T18:26:07Z,3485491839,7937,3,240,0,4,31,1
2022-02-02T18:26:08Z,3485491844,7937,3,240,0,4,31,1
2022-02-02T18:26:09Z,3485491849,7937,3,240,0,4,31,1
2022-02-02T18:26:10Z,3485491854,7937,3,240,0,4,31,1
2022-02-02T18:26:11Z,3485491859,7937,3,240,0,4,31,1
2022-02-02T18:26:12Z,3485491864,7937,3,240,0,4,31,1
2022-02-02T18:26:13Z,3485491869,7937,3,240,0,4,31,1
2022-02-02T18:26:14Z,3485491874,7937,3,240,0,4,31,1
2022-02-02T18:26:15Z,3485491879,7937,3,240,0,4,31,1
2022-02-02T18:26:16Z,3485491884,7937,3,240,0,4,31,1
2022-02-02T18:26:17Z,3485491889,7937,3,240,0,4,31,1
2022-02-02T18:26:18Z,3485491894,7937,3,240,0,4,31,1
2022-02-02T18:26:19Z,3485491899,7937,3,240,0,4,31,1
2022-02-02T18:26:20Z,3485491904,7937,3,240,0,4,31,1
2022-02-02T18:26:21Z,3485491909,7937,3,240,0,4,31,1
2022-02-02T18:26:22Z,3485491914,7937,3,240,0,4,31,1
2022-02-02T18:26:23Z,3485491919,7937,3,240,0,4,31,1
2022-02-02T18:26:24Z,3485491924,7937,3,240,0,4,31,1
2022-02-02T18:26:25Z,3485491929,7937,3,240,0,4,31,1
2022-02-02T18:26:26Z,3485491934,7937,3,240,0,4,31,1
2022-02-02T18:26:27Z,3485491939,7937,3,240,0,4,31,1
2022-02-02T18:26:28Z,3485491944,7937,3,240,0,4,31,1
2022-02-02T18:26:29Z,3485491949,7937,3,240,0,4,31,1
2022-02-02T18:26:30Z,3485491954,7937,3,240,0,4,31,1
2022-02-02T18:26:31Z,3485491959,7937,3,240,0,4,31,1
2022-02-02T18:26:32Z,3485491964,7937,3,240,0,4,31,1
2022-02-02T18:26:33Z,3485491969,7937,3,240,0,4,31,1
2022-02-02T18:26:34Z,3485491974,7937,3,240,0,4,31,1
2022-02-02T18:26:35Z,3485491979,7937,3,240,0,4,31,1
2022-02-02T18:26:36Z,3485491984,7937,3,240,0,4,31,1
2022-02-02T18:26:37Z,3485491989,7937,3,240,0,4,31,1
2022-02-02T18:26:38Z,3485491994,7937,3,240,0,4,31,1
2022-02-02T18:26:39Z,3485491998,7937,3,240,0,4,31,1
2022-02-02T18:26:40Z,3485492004,7937,3,240,0,4,31,1
2022-02-02T18:26:41Z,3485492008,7937,3,240,0,4,31,1
2022-02-02T18:26:42Z,3485492014,7937,3,240,0,4,31,1
2022-02-02T18:26:43Z,3485492019,7937,3,240,0,4,31,1
2022-02-02T18:26:44Z,3485492021,7937,3,240,0,4,31,1
2022-02-02T18:26:45Z,3485492029,7937,3,240,0,4,31,1
2022-02-02T18:26:46Z,3485492032,7937,3,240,0,4,31,1
2022-02-02T18:26:47Z,3485492039,7937,3,240,0,4,31,1
2022-02-02T18:26:48Z,3485492044,7937,3,240,0,4,31,1
2022-02-02T18:26:49Z,3485492049,7937,3,240,0,4,31,1
2022-02-02T18:26:50Z,3485492054,7937,3,240,0,4,31,1
2022-02-02T18:26:51Z,3485492057,7937,3,240,0,4,31,1
2022-02-02T18:26:52Z,3485492064,7937,3,240,0,4,31,1
2022-02-02T18:26:53Z,3485492069,7937,3,240,0,4,31,1
2022-02-02T18:26:54Z,3485492074,7937,3,240,0,4,31,1
2022-02-02T18:26:55Z,3485492079,7937,3,240,0,4,31,1
2022-02-02T18:26:56Z,3485492084,7937,3,240,0,4,31,1
2022-02-02T18:26:57Z,3485492089,7937,3,240,0,4,31,1
2022-02-02T18:26:58Z,3485492094,7937,3,240,0,4,31,1
2022-02-02T18:26:59Z,3485492096,7937,3,240,0,4,31,1
2022-02-02T18:27:00Z,3485492104,7937,3,240,0,4,31,1
2022-02-02T18:27:01Z,3485492107,7937,3,240,0,4,31,1
2022-02-02T18:27:02Z,3485492114,7937,3,240,0,4,31,1
2022-02-02T18:27:03Z,3485492119,7937,3,240,0,4,31,1
2022-02-02T18:27:04Z,3485492124,7937,3,240,0,4,31,1
2022-02-02T18:27:05Z,3485492129,7937,3,240,0,4,31,1
2022-02-02T18:27:06Z,3485492134,7937,3,240,0,4,31,1
2022-02-02T18:27:07Z,3485492138,7937,3,240,0,4,31,1
2022-02-02T18:27:08Z,3485492143,7937,3,240,0,4,31,1
2022-02-02T18:27:09Z,3485492149,7937,3,240,0,4,31,1
2022-02-02T18:27:10Z,3485492154,7937,3,240,0,4,31,1
2022-02-02T18:27:11Z,3485492159,7937,3,240,0,4,31,1
2022-02-02T18:27:12Z,3485492164,7937,3,240,0,4,31,1
2022-02-02T18:27:13Z,3485492169,7937,3,240,0,4,31,1
2022-02-02T18:27:14Z,3485492174,7937,3,240,0,4,31,1
2022-02-02T18:27:15Z,3485492177,7937,3,240,0,4,31,1
2022-02-02T18:27:16Z,3485492184,7937,3,240,0,4,31,1
2022-02-02T18:27:17Z,3485492189,7937,3,240,0,4,31,1
2022-02-02T18:27:18Z,3485492194,7937,3,240,0,4,31,1
2022-02-02T18:27:19Z,3485492199,7937,3,240,0,4,31,1
2022-02-02T18:27:20Z,3485492202,7937,3,240,0,4,31,1
2022-02-02T18:27:21Z,3485492209,7937,3,240,0,4,31,1
2022-02-02T18:27:22Z,3485492214,7937,3,240,0,4,31,1
2022-02-02T18:27:23Z,3485492219,7937,3,240,0,4,31,1
2022-02-02T18:27:24Z,3485492224,7937,3,240,0,4,31,1
2022-02-02T18:27:25Z,3485492229,7937,3,240,0,4,31,1
2022-02-02T18:27:26Z,3485492234,7937,3,240,0,4,31,1
2022-02-02T18:27:27Z,3485492239,7937,3,240,0,4,31,1
2022-02-02T18:27:28Z,3485492244,7937,3,240,0,4,31,1
2022-02-02T18:27:29Z,3485492249,7937,3,240,0,4,31,1
2022-02-02T18:27:30Z,3485492254,7937,3,240,0,4,31,1
2022-02-02T18:27:31Z,3485492259,7937,3,240,0,4,31,1
2022-02-02T18:27:32Z,3485492263,7937,3,240,0,4,31,1
2022-02-02T18:27:33Z,3485492267,7937,3,240,0,4,31,1
2022-02-02T18:27:34Z,3485492274,7937,3,240,0,4,31,1
2022-02-02T18:27:35Z,3485492278,7937,3,240,0,4,31,1
2022-02-02T18:27:36Z,3485492284,7937,3,240,0,4,31,1
2022-02-02T18:27:37Z,3485492289,7937,3,240,0,4,31,1
2022-02-02T18:27:38Z,3485492294,7937,3,240,0,4,31,1
2022-02-02T18:27:39Z,3485492299,7937,3,240,0,4,31,1
2022-02-02T18:27:40Z,3485492303,7937,3,240,0,4,31,1
2022-02-02T18:27:41Z,3485492309,7937,3,240,0,4,31,1
2022-02-02T18:27:42Z,3485492313,7937,3,240,0,4,31,1
2022-02-02T18:27:43Z,3485492318,7937,3,240,0,4,31,1
2022-02-02T18:27:44Z,3485492324,7937,3,240,0,4,31,1
