time,TAI_SECONDS,LAST_ACC_CMD_BYTES1,LAST_ACC_CMD_BYTES2,LAST_ACC_CMD_BYTES3,LAST_ACC_CMD_BYTES4,LAST_ACC_CMD_BYTES5,LAST_ACC_CMD_BYTES6
2022-02-02T18:27:05Z,3485492129,31,1,3,240,0,4
2022-02-02T18:27:06Z,3485492134,31,1,3,240,0,4
2022-02-02T18:27:07Z,3485492138,31,1,3,240,0,4
2022-02-02T18:27:08Z,3485492143,31,1,3,240,0,4
2022-02-02T18:27:09Z,3485492149,31,1,3,240,0,4
2022-02-02T18:27:10Z,3485492154,31,1,3,240,0,4
2022-02-02T18:27:11Z,3485492159,31,1,3,240,0,4
2022-02-02T18:27:12Z,3485492164,31,1,3,240,0,4
2022-02-02T18:27:13Z,3485492169,31,1,3,240,0,4
2022-02-02T18:27:14Z,3485492174,31,1,3,240,0,4
2022-02-02T18:27:15Z,3485492177,31,1,3,240,0,4
2022-02-02T18:27:16Z,3485492184,31,1,3,240,0,4
2022-02-02T18:27:17Z,3485492189,31,1,3,240,0,4
2022-02-02T18:27:18Z,3485492194,31,1,3,240,0,4
2022-02-02T18:27:19Z,3485492199,31,1,3,240,0,4
2022-02-02T18:27:20Z,3485492202,31,1,3,240,0,4
2022-02-02T18:27:21Z,3485492209,31,1,3,240,0,4
2022-02-02T18:27:22Z,3485492214,31,1,3,240,0,4
2022-02-02T18:27:23Z,3485492219,31,1,3,240,0,4
2022-02-02T18:27:24Z,3485492224,31,1,3,240,0,4
2022-02-02T18:27:25Z,3485492229,31,1,3,240,0,4
2022-02-02T18:27:26Z,3485492234,31,1,3,240,0,4
2022-02-02T18:27:27Z,3485492239,31,1,3,240,0,4
2022-02-02T18:27:28Z,3485492244,31,1,3,240,0,4
2022-02-02T18:27:29Z,3485492249,31,1,3,240,0,4
2022-02-02T18:27:30Z,3485492254,31,1,3,240,0,4
2022-02-02T18:27:31Z,3485492259,31,1,3,240,0,4
2022-02-02T18:27:32Z,3485492263,31,1,3,240,0,4
2022-02-02T18:27:33Z,3485492267,31,1,3,240,0,4
2022-02-02T18:27:34Z,3485492274,31,1,3,240,0,4
2022-02-02T18:27:35Z,3485492278,31,1,3,240,0,4
2022-02-02T18:27:36Z,3485492284,31,1,3,240,0,4
2022-02-02T18:27:37Z,3485492289,31,1,3,240,0,4
2022-02-02T18:27:38Z,3485492294,31,1,3,240,0,4
2022-02-02T18:27:39Z,3485492299,31,1,3,240,0,4
2022-02-02T18:27:40Z,3485492303,31,1,3,240,0,4
2022-02-02T18:27:41Z,3485492309,31,1,3,240,0,4
2022-02-02T18:27:42Z,3485492313,31,1,3,240,0,4
2022-02-02T18:27:43Z,3485492318,31,1,3,240,0,4
2022-02-02T18:27:44Z,3485492324,31,1,3,240,0,4
2022-02-02T18:27:45Z,3485492329,31,1,3,240,0,4
2022-02-02T18:27:46Z,3485492334,31,1,3,240,0,4
2022-02-02T18:27:47Z,3485492339,31,1,3,240,0,4
2022-02-02T18:27:48Z,3485492342,31,1,3,240,0,4
2022-02-02T18:27:49Z,3485492349,31,1,3,240,0,4
2022-02-02T18:27:50Z,3485492354,31,1,3,240,0,4
2022-02-02T18:27:51Z,3485492359,31,1,3,240,0,4
2022-02-02T18:27:52Z,3485492364,31,1,3,240,0,4
2022-02-02T18:27:53Z,3485492369,31,1,3,240,0,4
2022-02-02T18:27:54Z,3485492374,31,1,3,240,0,4
2022-02-02T18:27:55Z,3485492379,31,1,3,240,0,4
2022-02-02T18:27:56Z,3485492382,31,1,3,240,0,4
2022-02-02T18:27:57Z,3485492389,31,1,3,240,0,4
2022-02-02T18:27:58Z,3485492394,31,1,3,240,0,4
2022-02-02T18:27:59Z,3485492399,31,1,3,240,0,4
2022-02-02T18:28:00Z,3485492404,31,1,3,240,0,4
2022-02-02T18:28:01Z,3485492407,31,1,3,240,0,4
2022-02-02T18:28:02Z,3485492413,31,1,3,240,0,4
2022-02-02T18:28:03Z,3485492418,31,1,3,240,0,4
2022-02-02T18:28:04Z,3485492424,31,1,3,240,0,4
2022-02-02T18:28:05Z,3485492429,31,1,3,240,0,4
2022-02-02T18:28:06Z,3485492433,31,1,3,240,0,4
2022-02-02T18:28:07Z,3485492439,31,1,3,240,0,4
2022-02-02T18:28:08Z,3485492444,31,1,3,240,0,4
2022-02-02T18:28:09Z,3485492449,31,1,3,240,0,4
2022-02-02T18:28:10Z,3485492454,31,1,3,240,0,4
2022-02-02T18:28:11Z,3485492459,31,1,3,240,0,4
2022-02-02T18:28:12Z,3485492464,31,1,3,240,0,4
2022-02-02T18:28:13Z,3485492469,31,1,3,240,0,4
2022-02-02T18:28:14Z,3485492474,31,1,3,240,0,4
2022-02-02T18:28:15Z,3485492479,31,1,3,240,0,4
2022-02-02T18:28:16Z,3485492484,31,1,3,240,0,4
2022-02-02T18:28:17Z,3485492489,31,1,3,240,0,4
2022-02-02T18:28:18Z,3485492494,31,1,3,240,0,4
2022-02-02T18:28:19Z,3485492499,31,1,3,240,0,4
2022-02-02T18:28:20Z,3485492504,31,1,3,240,0,4
2022-02-02T18:28:21Z,3485492509,31,1,3,240,0,4
2022-02-02T18:28:22Z,3485492511,31,1,3,240,0,4
2022-02-02T18:28:23Z,3485492519,31,1,3,240,0,4
2022-02-02T18:28:24Z,3485492524,31,1,3,240,0,4
2022-02-02T18:28:25Z,3485492529,31,1,3,240,0,4
2022-02-02T18:28:26Z,3485492534,31,1,3,240,0,4
2022-02-02T18:28:27Z,3485492539,31,1,3,240,0,4
2022-02-02T18:28:28Z,3485492544,31,1,3,240,0,4
2022-02-02T18:28:29Z,3485492548,31,1,3,240,0,4
2022-02-02T18:28:30Z,3485492554,31,1,3,240,0,4
2022-02-02T18:28:31Z,3485492559,31,1,3,240,0,4
2022-02-02T18:28:32Z,3485492564,31,1,3,240,0,4
2022-02-02T18:28:33Z,3485492569,31,1,3,240,0,4
2022-02-02T18:28:34Z,3485492574,31,1,3,240,0,4
2022-02-02T18:28:35Z,3485492579,31,1,3,240,0,4
2022-02-02T18:28:36Z,3485492584,31,1,3,240,0,4
2022-02-02T18:28:37Z,3485492588,31,1,3,240,0,4
2022-02-02T18:28:38Z,3485492594,31,1,3,240,0,4
2022-02-02T18:28:39Z,3485492599,31,1,3,240,0,4
2022-02-02T18:28:40Z,3485492603,31,1,3,240,0,4
2022-02-02T18:28:41Z,3485492609,31,1,3,240,0,4
2022-02-02T18:28:42Z,3485492614,31,1,3,240,0,4
2022-02-02T18:28:43Z,3485492619,31,1,3,240,0,4
2022-02-02T18:28:44Z,3485492624,31,1,3,240,0,4
2022-02-02T18:28:45Z,3485492629,31,1,3,240,0,4
2022-02-02T18:28:46Z,3485492634,31,1,3,240,0,4
2022-02-02T18:28:47Z,3485492639,31,1,3,240,0,4
2022-02-02T18:28:48Z,3485492642,31,1,3,240,0,4
2022-02-02T18:28:49Z,3485492649,31,1,3,240,0,4
2022-02-02T18:28:50Z,3485492654,31,1,3,240,0,4
2022-02-02T18:28:51Z,3485492659,31,1,3,240,0,4
2022-02-02T18:28:52Z,3485492664,31,1,3,240,0,4
2022-02-02T18:28:53Z,3485492668,31,1,3,240,0,4
2022-02-02T18:28:54Z,3485492674,31,1,3,240,0,4
2022-02-02T18:28:55Z,3485492679,31,1,3,240,0,4
2022-02-02T18:28:56Z,3485492684,31,1,3,240,0,4
2022-02-02T18:28:57Z,3485492689,31,1,3,240,0,4
2022-02-02T18:28:58Z,3485492694,31,1,3,240,0,4
2022-02-02T18:28:59Z,3485492699,31,1,3,240,0,4
2022-02-02T18:29:00Z,3485492704,31,1,3,240,0,4
2022-02-02T18:29:01Z,3485492709,31,1,3,240,0,4
2022-02-02T18:29:02Z,3485492714,31,1,3,240,0,4
2022-02-02T18:29:03Z,3485492718,31,1,3,240,0,4
2022-02-02T18:29:04Z,3485492724,31,1,3,240,0,4
2022-02-02T18:29:05Z,3485492729,31,1,3,240,0,4
2022-02-02T18:29:06Z,3485492734,31,1,3,240,0,4
