Command Name,Sub Command Name,LAST_ACC_CMD_BYTES1,LAST_ACC_CMD_BYTES2,LAST_ACC_CMD_BYTES3,LAST_ACC_CMD_BYTES4,LAST_ACC_CMD_BYTES5,LAST_ACC_CMD_BYTES6,LAST_ACC_CMD_BYTES7,LAST_ACC_CMD_BYTES8
SADA_MODE, ,33,1,1,4,195,52,0,0,
