2,BIT3_SET_MODE
3,BIT3_SET_THRUST
4,BIT3_CLEAR_FAULT_WORD
6,BIT3_SET_TEMP_MASK
7,MANUAL_OVERRIDE
28,THRUST_FREQUENCY_UNMATCHED
31,THRUST_FREQUENCY_MATCHED
34,BIT3_SET_X_CTRL
35,BIT3_SET_Y_CTRL
37,CAT_FREQUENCY_UNMATCHED
38,CAT_FREQUENCY_MATCHED
39,THR_RF_POW_TRIM
40,THRUSTERSCREEN_HV
45,TANK_OFFSET_TEMP
46,FEED_OFFSET_TEMP
47,CAT_RF_POW_TRIM
1,TEST_THRUSTER_TEST
